"siparis_id","kategori_adi","urun_adi","siparis_tarihi","ulke","durdurulan","toplam"
10522,"Condiments","Northwoods Cranberry Sauce","1997-04-30","USA",0,"960.00"
10522,"Seafood","Nord-Ost Matjeshering","1997-04-30","USA",0,"517.80"
10522,"Seafood","Boston Crab Meat","1997-04-30","USA",0,"460.00"
10523,"Meat/Poultry","Alice Mutton","1997-05-01","UK",1,"975.00"
10523,"Confections","Sir Rodney's Marmalade","1997-05-01","UK",0,"1215.00"
10523,"Seafood","Gravad lax","1997-05-01","UK",0,"468.00"
10523,"Seafood","Jack's New England Clam Chowder","1997-05-01","UK",0,"57.90"
10524,"Seafood","Ikura","1997-05-01","USA",0,"62.00"
10524,"Seafood","Nord-Ost Matjeshering","1997-05-01","USA",0,"258.90"
10524,"Beverages","Ipoh Coffee","1997-05-01","USA",0,"2760.00"
10524,"Meat/Poultry","Tourtière","1997-05-01","USA",0,"111.75"
10525,"Seafood","Inlagd Sill","1997-05-02","USA",0,"570.00"
10525,"Seafood","Boston Crab Meat","1997-05-02","USA",0,"276.00"
10526,"Beverages","Chai","1997-05-05","USA",1,"144.00"
10526,"Seafood","Konbu","1997-05-05","USA",0,"60.00"
10526,"Grains/Cereals","Gnocchi di nonna Alice","1997-05-05","USA",0,"1140.00"
10527,"Condiments","Chef Anton's Cajun Seasoning","1997-05-05","UK",0,"1100.00"
10527,"Seafood","Inlagd Sill","1997-05-05","UK",0,"570.00"
10528,"Dairy Products","Queso Cabrales","1997-05-06","UK",0,"63.00"
10528,"Dairy Products","Geitost","1997-05-06","UK",0,"20.00"
10528,"Dairy Products","Mozzarella di Giovanni","1997-05-06","UK",0,"313.20"
10529,"Meat/Poultry","Pâté chinois","1997-05-07","UK",0,"336.00"
10529,"Confections","Scottish Longbreads","1997-05-07","UK",0,"250.00"
10529,"Dairy Products","Gudbrandsdalsost","1997-05-07","UK",0,"360.00"
10530,"Meat/Poultry","Alice Mutton","1997-05-08","USA",1,"1560.00"
10530,"Beverages","Ipoh Coffee","1997-05-08","USA",0,"1150.00"
10530,"Condiments","Sirop d'érable","1997-05-08","USA",0,"570.00"
10530,"Beverages","Lakkalikööri","1997-05-08","USA",0,"900.00"
10531,"Dairy Products","Raclette Courdavault","1997-05-08","UK",0,"110.00"
10532,"Seafood","Nord-Ost Matjeshering","1997-05-09","UK",0,"388.35"
10532,"Condiments","Louisiana Hot Spiced Okra","1997-05-09","UK",0,"408.00"
10533,"Condiments","Chef Anton's Cajun Seasoning","1997-05-12","USA",0,"1100.00"
10533,"Dairy Products","Mozzarella di Giovanni","1997-05-12","USA",0,"835.20"
10533,"Seafood","Röd Kaviar","1997-05-12","USA",0,"360.00"
10534,"Seafood","Nord-Ost Matjeshering","1997-05-12","USA",0,"258.90"
10534,"Seafood","Boston Crab Meat","1997-05-12","USA",0,"184.00"
10534,"Meat/Poultry","Tourtière","1997-05-12","USA",0,"74.50"
10535,"Dairy Products","Queso Cabrales","1997-05-13","USA",0,"1050.00"
10535,"Seafood","Boston Crab Meat","1997-05-13","USA",0,"184.00"
10535,"Grains/Cereals","Ravioli Angelo","1997-05-13","USA",0,"97.50"
10535,"Dairy Products","Raclette Courdavault","1997-05-13","USA",0,"825.00"
10536,"Dairy Products","Queso Manchego La Pastora","1997-05-14","USA",0,"570.00"
10536,"Dairy Products","Gorgonzola Telino","1997-05-14","USA",0,"250.00"
10536,"Dairy Products","Geitost","1997-05-14","USA",0,"75.00"
10536,"Dairy Products","Camembert Pierrot","1997-05-14","USA",0,"1190.00"
10537,"Dairy Products","Gorgonzola Telino","1997-05-14","USA",0,"375.00"
10537,"Produce","Manjimup Dried Apples","1997-05-14","USA",0,"318.00"
10537,"Seafood","Escargots de Bourgogne","1997-05-14","USA",0,"265.00"
10537,"Dairy Products","Mozzarella di Giovanni","1997-05-14","USA",0,"730.80"
10537,"Seafood","Röd Kaviar","1997-05-14","USA",0,"135.00"
10538,"Beverages","Outback Lager","1997-05-15","UK",0,"105.00"
10538,"Dairy Products","Mozzarella di Giovanni","1997-05-15","UK",0,"34.80"
10539,"Seafood","Konbu","1997-05-16","UK",0,"48.00"
10539,"Confections","Sir Rodney's Scones","1997-05-16","UK",0,"150.00"
10539,"Dairy Products","Geitost","1997-05-16","UK",0,"37.50"
10539,"Confections","Maxilaku","1997-05-16","UK",0,"120.00"
10540,"Condiments","Aniseed Syrup","1997-05-19","USA",0,"600.00"
10540,"Confections","Gumbär Gummibärchen","1997-05-19","USA",0,"1249.20"
10540,"Beverages","Côte de Blaye","1997-05-19","USA",0,"7905.00"
10540,"Confections","Scottish Longbreads","1997-05-19","USA",0,"437.50"
10541,"Beverages","Guaraná Fantástica","1997-05-19","USA",1,"157.50"
10541,"Beverages","Côte de Blaye","1997-05-19","USA",0,"1054.00"
10541,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-05-19","USA",0,"757.80"
10541,"Dairy Products","Flotemysost","1997-05-19","USA",0,"193.50"
10542,"Dairy Products","Queso Cabrales","1997-05-20","USA",0,"315.00"
10542,"Meat/Poultry","Tourtière","1997-05-20","USA",0,"178.80"
10543,"Dairy Products","Queso Manchego La Pastora","1997-05-21","USA",0,"1140.00"
10543,"Grains/Cereals","Tunnbröd","1997-05-21","USA",0,"630.00"
10544,"Produce","Rössle Sauerkraut","1997-05-21","USA",1,"319.20"
10544,"Beverages","Laughing Lumberjack Lager","1997-05-21","USA",0,"98.00"
10545,"Dairy Products","Queso Cabrales","1997-05-22","USA",0,"210.00"
10546,"Produce","Uncle Bob's Organic Dried Pears","1997-05-23","USA",0,"300.00"
10546,"Beverages","Steeleye Stout","1997-05-23","USA",0,"540.00"
10546,"Confections","Tarte au sucre","1997-05-23","USA",0,"1972.00"
10547,"Dairy Products","Mascarpone Fabioli","1997-05-23","USA",0,"768.00"
10547,"Seafood","Inlagd Sill","1997-05-23","USA",0,"1140.00"
10548,"Beverages","Sasquatch Ale","1997-05-26","USA",0,"140.00"
10548,"Seafood","Jack's New England Clam Chowder","1997-05-26","USA",0,"135.10"
10549,"Dairy Products","Gorgonzola Telino","1997-05-27","UK",0,"687.50"
10549,"Seafood","Rogede sild","1997-05-27","UK",0,"950.00"
10549,"Produce","Manjimup Dried Apples","1997-05-27","UK",0,"2544.00"
10550,"Meat/Poultry","Alice Mutton","1997-05-28","UK",1,"312.00"
10550,"Confections","Teatime Chocolate Biscuits","1997-05-28","UK",0,"92.00"
10550,"Confections","Sir Rodney's Scones","1997-05-28","UK",0,"60.00"
10550,"Condiments","Sirop d'érable","1997-05-28","UK",0,"285.00"
10551,"Confections","Pavlova","1997-05-28","USA",0,"698.00"
10551,"Beverages","Steeleye Stout","1997-05-28","USA",0,"360.00"
10551,"Condiments","Gula Malacca","1997-05-28","USA",0,"778.00"
10552,"Dairy Products","Gudbrandsdalsost","1997-05-29","USA",0,"648.00"
10552,"Beverages","Rhönbräu Klosterbier","1997-05-29","USA",0,"232.50"
10553,"Dairy Products","Queso Cabrales","1997-05-30","USA",0,"315.00"
10553,"Confections","Pavlova","1997-05-30","USA",0,"244.30"
10553,"Grains/Cereals","Gustaf's Knäckebröd","1997-05-30","USA",0,"504.00"
10553,"Dairy Products","Gorgonzola Telino","1997-05-30","USA",0,"375.00"
10553,"Beverages","Steeleye Stout","1997-05-30","USA",0,"108.00"
10554,"Confections","Pavlova","1997-05-30","USA",0,"523.50"
10554,"Grains/Cereals","Tunnbröd","1997-05-30","USA",0,"180.00"
10554,"Confections","Tarte au sucre","1997-05-30","USA",0,"986.00"
10554,"Condiments","Original Frankfurter grüne Soße","1997-05-30","USA",0,"130.00"
10555,"Produce","Tofu","1997-06-02","UK",0,"697.50"
10555,"Confections","Teatime Chocolate Biscuits","1997-06-02","UK",0,"322.00"
10555,"Beverages","Guaraná Fantástica","1997-06-02","UK",1,"81.00"
10555,"Produce","Manjimup Dried Apples","1997-06-02","UK",0,"1060.00"
10555,"Grains/Cereals","Gnocchi di nonna Alice","1997-06-02","UK",0,"1520.00"
10556,"Dairy Products","Mozzarella di Giovanni","1997-06-03","USA",0,"835.20"
10557,"Grains/Cereals","Wimmers gute Semmelknödel","1997-06-03","UK",0,"997.50"
10557,"Beverages","Rhönbräu Klosterbier","1997-06-03","UK",0,"155.00"
10558,"Confections","Zaanse koeken","1997-06-04","USA",0,"237.50"
10558,"Produce","Manjimup Dried Apples","1997-06-04","USA",0,"1060.00"
10558,"Grains/Cereals","Filo Mix","1997-06-04","USA",0,"210.00"
10558,"Meat/Poultry","Perth Pasties","1997-06-04","USA",1,"590.40"
10558,"Seafood","Röd Kaviar","1997-06-04","USA",0,"45.00"
10559,"Seafood","Jack's New England Clam Chowder","1997-06-05","UK",0,"115.80"
10559,"Meat/Poultry","Pâté chinois","1997-06-05","UK",0,"432.00"
10560,"Seafood","Nord-Ost Matjeshering","1997-06-06","USA",0,"517.80"
10560,"Confections","Tarte au sucre","1997-06-06","USA",0,"739.50"
10561,"Condiments","Gula Malacca","1997-06-06","USA",0,"194.50"
10561,"Produce","Manjimup Dried Apples","1997-06-06","USA",0,"2650.00"
10562,"Dairy Products","Geitost","1997-06-09","USA",0,"50.00"
10562,"Confections","Tarte au sucre","1997-06-09","USA",0,"493.00"
10563,"Seafood","Inlagd Sill","1997-06-10","USA",0,"475.00"
10563,"Grains/Cereals","Filo Mix","1997-06-10","USA",0,"490.00"
10564,"Meat/Poultry","Alice Mutton","1997-06-10","USA",1,"624.00"
10564,"Dairy Products","Gorgonzola Telino","1997-06-10","USA",0,"75.00"
10564,"Meat/Poultry","Pâté chinois","1997-06-10","USA",0,"600.00"
10565,"Beverages","Guaraná Fantástica","1997-06-11","USA",1,"112.50"
10565,"Grains/Cereals","Wimmers gute Semmelknödel","1997-06-11","USA",0,"598.50"
10566,"Dairy Products","Queso Cabrales","1997-06-12","UK",0,"735.00"
10566,"Seafood","Carnarvon Tigers","1997-06-12","UK",0,"1125.00"
10566,"Beverages","Lakkalikööri","1997-06-12","UK",0,"180.00"
10567,"Dairy Products","Gorgonzola Telino","1997-06-12","USA",0,"750.00"
10567,"Produce","Manjimup Dried Apples","1997-06-12","USA",0,"159.00"
10567,"Dairy Products","Raclette Courdavault","1997-06-12","USA",0,"2200.00"
10568,"Seafood","Ikura","1997-06-13","USA",0,"155.00"
10569,"Dairy Products","Gorgonzola Telino","1997-06-16","UK",0,"437.50"
10569,"Beverages","Lakkalikööri","1997-06-16","UK",0,"540.00"
10570,"Dairy Products","Queso Cabrales","1997-06-17","USA",0,"315.00"
10570,"Grains/Cereals","Gnocchi di nonna Alice","1997-06-17","USA",0,"2280.00"
10571,"Produce","Tofu","1997-06-17","USA",0,"255.75"
10571,"Grains/Cereals","Singaporean Hokkien Fried Mee","1997-06-17","USA",1,"392.00"
10572,"Confections","Pavlova","1997-06-18","USA",0,"209.40"
10572,"Dairy Products","Mascarpone Fabioli","1997-06-18","USA",0,"320.00"
10572,"Seafood","Boston Crab Meat","1997-06-18","USA",0,"920.00"
10572,"Beverages","Rhönbräu Klosterbier","1997-06-18","USA",0,"116.25"
10573,"Meat/Poultry","Alice Mutton","1997-06-19","UK",1,"702.00"
10573,"Beverages","Sasquatch Ale","1997-06-19","UK",0,"560.00"
10573,"Meat/Poultry","Perth Pasties","1997-06-19","UK",1,"820.00"
10574,"Dairy Products","Geitost","1997-06-19","USA",0,"35.00"
10574,"Seafood","Boston Crab Meat","1997-06-19","USA",0,"36.80"
10574,"Confections","Tarte au sucre","1997-06-19","USA",0,"493.00"
10574,"Grains/Cereals","Wimmers gute Semmelknödel","1997-06-19","USA",0,"199.50"
10575,"Dairy Products","Raclette Courdavault","1997-06-20","UK",0,"660.00"
10575,"Condiments","Vegie-spread","1997-06-20","UK",0,"263.40"
10575,"Dairy Products","Mozzarella di Giovanni","1997-06-20","UK",0,"1044.00"
10575,"Beverages","Lakkalikööri","1997-06-20","UK",0,"180.00"
10576,"Beverages","Chai","1997-06-23","USA",1,"180.00"
10576,"Dairy Products","Gorgonzola Telino","1997-06-23","USA",0,"250.00"
10576,"Condiments","Gula Malacca","1997-06-23","USA",0,"408.45"
10577,"Beverages","Chartreuse verte","1997-06-23","UK",0,"180.00"
10577,"Beverages","Rhönbräu Klosterbier","1997-06-23","UK",0,"155.00"
10577,"Condiments","Original Frankfurter grüne Soße","1997-06-23","UK",0,"234.00"
10578,"Beverages","Steeleye Stout","1997-06-24","USA",0,"360.00"
10578,"Grains/Cereals","Ravioli Angelo","1997-06-24","USA",0,"117.00"
10579,"Condiments","Genen Shouyu","1997-06-25","USA",0,"155.00"
10579,"Beverages","Rhönbräu Klosterbier","1997-06-25","USA",0,"162.75"
10580,"Produce","Tofu","1997-06-26","USA",0,"348.75"
10580,"Seafood","Jack's New England Clam Chowder","1997-06-26","USA",0,"86.85"
10580,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-06-26","USA",0,"631.50"
10581,"Beverages","Rhönbräu Klosterbier","1997-06-26","USA",0,"387.50"
10582,"Grains/Cereals","Ravioli Angelo","1997-06-27","USA",0,"78.00"
10582,"Beverages","Lakkalikööri","1997-06-27","USA",0,"252.00"
10583,"Meat/Poultry","Thüringer Rostbratwurst","1997-06-30","USA",1,"1237.90"
10583,"Dairy Products","Camembert Pierrot","1997-06-30","USA",0,"816.00"
10583,"Dairy Products","Gudbrandsdalsost","1997-06-30","USA",0,"360.00"
10584,"Dairy Products","Gorgonzola Telino","1997-06-30","USA",0,"625.00"
10585,"Confections","Zaanse koeken","1997-07-01","UK",0,"142.50"
10586,"Grains/Cereals","Filo Mix","1997-07-02","UK",0,"28.00"
10587,"Confections","Gumbär Gummibärchen","1997-07-02","USA",0,"187.38"
10587,"Beverages","Steeleye Stout","1997-07-02","USA",0,"360.00"
10587,"Condiments","Original Frankfurter grüne Soße","1997-07-02","USA",0,"260.00"
10588,"Seafood","Carnarvon Tigers","1997-07-03","USA",0,"2500.00"
10588,"Grains/Cereals","Singaporean Hokkien Fried Mee","1997-07-03","USA",1,"1400.00"
10589,"Beverages","Steeleye Stout","1997-07-04","USA",0,"72.00"
10590,"Beverages","Chai","1997-07-07","USA",1,"360.00"
10590,"Condiments","Original Frankfurter grüne Soße","1997-07-07","USA",0,"780.00"
10591,"Condiments","Aniseed Syrup","1997-07-07","USA",0,"140.00"
10591,"Produce","Uncle Bob's Organic Dried Pears","1997-07-07","USA",0,"300.00"
10591,"Meat/Poultry","Tourtière","1997-07-07","USA",0,"372.50"
10592,"Condiments","Genen Shouyu","1997-07-08","USA",0,"387.50"
10592,"Confections","Gumbär Gummibärchen","1997-07-08","USA",0,"156.15"
10593,"Confections","Sir Rodney's Marmalade","1997-07-09","UK",0,"1701.00"
10593,"Dairy Products","Gudbrandsdalsost","1997-07-09","UK",0,"720.00"
10593,"Beverages","Lakkalikööri","1997-07-09","UK",0,"72.00"
10594,"Grains/Cereals","Filo Mix","1997-07-09","USA",0,"168.00"
10594,"Seafood","Escargots de Bourgogne","1997-07-09","USA",0,"397.50"
10595,"Beverages","Steeleye Stout","1997-07-10","USA",0,"540.00"
10595,"Condiments","Sirop d'érable","1997-07-10","USA",0,"3420.00"
10595,"Dairy Products","Gudbrandsdalsost","1997-07-10","USA",0,"2340.00"
10596,"Grains/Cereals","Gnocchi di nonna Alice","1997-07-11","USA",0,"190.00"
10596,"Condiments","Vegie-spread","1997-07-11","USA",0,"1053.60"
10596,"Beverages","Rhönbräu Klosterbier","1997-07-11","USA",0,"232.50"
10597,"Beverages","Guaraná Fantástica","1997-07-11","UK",1,"157.50"
10597,"Grains/Cereals","Ravioli Angelo","1997-07-11","UK",0,"390.00"
10597,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-07-11","UK",0,"252.60"
10598,"Confections","Schoggi Schokolade","1997-07-14","USA",0,"2195.00"
10598,"Dairy Products","Flotemysost","1997-07-14","USA",0,"193.50"
10599,"Confections","Tarte au sucre","1997-07-15","UK",0,"493.00"
10600,"Meat/Poultry","Tourtière","1997-07-16","USA",0,"29.80"
10600,"Seafood","Röd Kaviar","1997-07-16","USA",0,"450.00"
10601,"Seafood","Konbu","1997-07-16","UK",0,"360.00"
10601,"Dairy Products","Raclette Courdavault","1997-07-16","UK",0,"1925.00"
10602,"Condiments","Original Frankfurter grüne Soße","1997-07-17","USA",0,"65.00"
10603,"Grains/Cereals","Gustaf's Knäckebröd","1997-07-18","USA",0,"1008.00"
10603,"Confections","Maxilaku","1997-07-18","USA",0,"500.00"
10604,"Confections","Chocolade","1997-07-18","USA",0,"76.50"
10604,"Beverages","Lakkalikööri","1997-07-18","USA",0,"180.00"
10605,"Confections","Pavlova","1997-07-21","USA",0,"523.50"
10605,"Dairy Products","Raclette Courdavault","1997-07-21","USA",0,"1100.00"
10605,"Dairy Products","Camembert Pierrot","1997-07-21","USA",0,"2380.00"
10605,"Dairy Products","Flotemysost","1997-07-21","USA",0,"322.50"
10606,"Condiments","Chef Anton's Cajun Seasoning","1997-07-22","USA",0,"440.00"
10606,"Meat/Poultry","Pâté chinois","1997-07-22","USA",0,"480.00"
10606,"Confections","Tarte au sucre","1997-07-22","USA",0,"493.00"
10607,"Produce","Uncle Bob's Organic Dried Pears","1997-07-22","UK",0,"1350.00"
10607,"Meat/Poultry","Alice Mutton","1997-07-22","UK",1,"3900.00"
10607,"Dairy Products","Geitost","1997-07-22","UK",0,"35.00"
10607,"Seafood","Boston Crab Meat","1997-07-22","UK",0,"772.80"
10607,"Dairy Products","Mozzarella di Giovanni","1997-07-22","UK",0,"417.60"
10608,"Grains/Cereals","Gnocchi di nonna Alice","1997-07-23","USA",0,"1064.00"
10609,"Beverages","Chai","1997-07-24","UK",1,"54.00"
10609,"Seafood","Ikura","1997-07-24","UK",0,"310.00"
10609,"Confections","Sir Rodney's Scones","1997-07-24","UK",0,"60.00"
10610,"Seafood","Inlagd Sill","1997-07-25","USA",0,"399.00"
10611,"Beverages","Chai","1997-07-25","UK",1,"108.00"
10611,"Beverages","Chang","1997-07-25","UK",1,"190.00"
10611,"Dairy Products","Camembert Pierrot","1997-07-25","UK",0,"510.00"
10612,"Seafood","Ikura","1997-07-28","USA",0,"2170.00"
10612,"Seafood","Inlagd Sill","1997-07-28","USA",0,"1045.00"
10612,"Confections","Maxilaku","1997-07-28","USA",0,"360.00"
10612,"Dairy Products","Camembert Pierrot","1997-07-28","USA",0,"1360.00"
10612,"Beverages","Lakkalikööri","1997-07-28","USA",0,"1440.00"
10613,"Seafood","Konbu","1997-07-29","USA",0,"48.00"
10613,"Beverages","Rhönbräu Klosterbier","1997-07-29","USA",0,"310.00"
10614,"Dairy Products","Queso Cabrales","1997-07-29","USA",0,"294.00"
10614,"Confections","Sir Rodney's Scones","1997-07-29","USA",0,"80.00"
10614,"Beverages","Chartreuse verte","1997-07-29","USA",0,"90.00"
10615,"Meat/Poultry","Pâté chinois","1997-07-30","USA",0,"120.00"
10616,"Beverages","Côte de Blaye","1997-07-31","USA",0,"3952.50"
10616,"Grains/Cereals","Gnocchi di nonna Alice","1997-07-31","USA",0,"532.00"
10616,"Beverages","Outback Lager","1997-07-31","USA",0,"225.00"
10616,"Dairy Products","Flotemysost","1997-07-31","USA",0,"322.50"
10617,"Dairy Products","Raclette Courdavault","1997-07-31","USA",0,"1650.00"
10618,"Condiments","Grandma's Boysenberry Spread","1997-08-01","USA",0,"1750.00"
10618,"Grains/Cereals","Gnocchi di nonna Alice","1997-08-01","USA",0,"760.00"
10618,"Confections","Scottish Longbreads","1997-08-01","USA",0,"187.50"
10619,"Confections","Sir Rodney's Scones","1997-08-04","USA",0,"420.00"
10619,"Grains/Cereals","Gustaf's Knäckebröd","1997-08-04","USA",0,"840.00"
10620,"Beverages","Guaraná Fantástica","1997-08-05","USA",1,"22.50"
10620,"Grains/Cereals","Filo Mix","1997-08-05","USA",0,"35.00"
10621,"Confections","Teatime Chocolate Biscuits","1997-08-05","USA",0,"46.00"
10621,"Grains/Cereals","Tunnbröd","1997-08-05","USA",0,"90.00"
10621,"Beverages","Outback Lager","1997-08-05","USA",0,"300.00"
10621,"Dairy Products","Flotemysost","1997-08-05","USA",0,"322.50"
10622,"Beverages","Chang","1997-08-06","USA",1,"380.00"
10622,"Confections","Scottish Longbreads","1997-08-06","USA",0,"225.00"
10623,"Produce","Tofu","1997-08-07","USA",0,"488.25"
10623,"Confections","Teatime Chocolate Biscuits","1997-08-07","USA",0,"138.00"
10623,"Confections","Sir Rodney's Scones","1997-08-07","USA",0,"250.00"
10623,"Beverages","Guaraná Fantástica","1997-08-07","USA",1,"13.50"
10623,"Beverages","Steeleye Stout","1997-08-07","USA",0,"540.00"
10624,"Produce","Rössle Sauerkraut","1997-08-07","USA",1,"456.00"
10624,"Meat/Poultry","Thüringer Rostbratwurst","1997-08-07","USA",1,"742.74"
10624,"Condiments","Gula Malacca","1997-08-07","USA",0,"194.50"
10625,"Produce","Tofu","1997-08-08","USA",0,"69.75"
10625,"Grains/Cereals","Singaporean Hokkien Fried Mee","1997-08-08","USA",1,"70.00"
10625,"Dairy Products","Camembert Pierrot","1997-08-08","USA",0,"340.00"
10626,"Meat/Poultry","Perth Pasties","1997-08-11","USA",1,"393.60"
10626,"Dairy Products","Camembert Pierrot","1997-08-11","USA",0,"680.00"
10626,"Dairy Products","Flotemysost","1997-08-11","USA",0,"430.00"
10627,"Confections","Tarte au sucre","1997-08-11","USA",0,"739.50"
10627,"Seafood","Röd Kaviar","1997-08-11","USA",0,"525.00"
10628,"Beverages","Chai","1997-08-12","USA",1,"450.00"
10629,"Meat/Poultry","Thüringer Rostbratwurst","1997-08-12","USA",1,"2475.80"
10629,"Grains/Cereals","Wimmers gute Semmelknödel","1997-08-12","USA",0,"299.25"
10630,"Meat/Poultry","Pâté chinois","1997-08-13","USA",0,"288.00"
10630,"Beverages","Lakkalikööri","1997-08-13","USA",0,"630.00"
10631,"Beverages","Rhönbräu Klosterbier","1997-08-14","USA",0,"62.00"
10632,"Beverages","Chang","1997-08-14","USA",1,"570.00"
10632,"Dairy Products","Geitost","1997-08-14","USA",0,"50.00"
10633,"Dairy Products","Queso Manchego La Pastora","1997-08-15","UK",0,"1368.00"
10633,"Seafood","Konbu","1997-08-15","UK",0,"78.00"
10633,"Confections","Gumbär Gummibärchen","1997-08-15","UK",0,"1093.05"
10633,"Confections","Tarte au sucre","1997-08-15","UK",0,"3944.00"
10634,"Produce","Uncle Bob's Organic Dried Pears","1997-08-15","USA",0,"1050.00"
10634,"Seafood","Carnarvon Tigers","1997-08-15","USA",0,"3125.00"
10634,"Produce","Manjimup Dried Apples","1997-08-15","USA",0,"795.00"
10634,"Beverages","Rhönbräu Klosterbier","1997-08-15","USA",0,"15.50"
10635,"Condiments","Chef Anton's Cajun Seasoning","1997-08-18","USA",0,"220.00"
10635,"Condiments","Chef Anton's Gumbo Mix","1997-08-18","USA",1,"320.25"
10635,"Grains/Cereals","Gustaf's Knäckebröd","1997-08-18","USA",0,"840.00"
10636,"Condiments","Chef Anton's Cajun Seasoning","1997-08-19","USA",0,"550.00"
10636,"Seafood","Escargots de Bourgogne","1997-08-19","USA",0,"79.50"
10637,"Dairy Products","Queso Cabrales","1997-08-19","UK",0,"210.00"
10637,"Confections","Valkoinen suklaa","1997-08-19","UK",0,"406.25"
10637,"Grains/Cereals","Gnocchi di nonna Alice","1997-08-19","UK",0,"2280.00"
10638,"Seafood","Rogede sild","1997-08-20","USA",0,"190.00"
10638,"Condiments","Louisiana Fiery Hot Pepper Sauce","1997-08-20","USA",0,"442.05"
10638,"Dairy Products","Mozzarella di Giovanni","1997-08-20","USA",0,"2088.00"
10639,"Seafood","Carnarvon Tigers","1997-08-20","UK",0,"500.00"
10640,"Dairy Products","Gudbrandsdalsost","1997-08-21","USA",0,"720.00"
10640,"Beverages","Outback Lager","1997-08-21","USA",0,"225.00"
10641,"Beverages","Chang","1997-08-22","USA",1,"950.00"
10641,"Seafood","Boston Crab Meat","1997-08-22","USA",0,"1104.00"
10642,"Confections","Sir Rodney's Scones","1997-08-22","UK",0,"300.00"
10642,"Condiments","Sirop d'érable","1997-08-22","UK",0,"570.00"
10643,"Produce","Rössle Sauerkraut","1997-08-25","UK",1,"684.00"
10643,"Beverages","Chartreuse verte","1997-08-25","UK",0,"378.00"
10643,"Seafood","Spegesild","1997-08-25","UK",0,"24.00"
10644,"Seafood","Carnarvon Tigers","1997-08-25","USA",0,"250.00"
10644,"Beverages","Ipoh Coffee","1997-08-25","USA",0,"920.00"
10644,"Seafood","Spegesild","1997-08-25","USA",0,"252.00"
10645,"Seafood","Carnarvon Tigers","1997-08-26","USA",0,"1250.00"
10645,"Seafood","Inlagd Sill","1997-08-26","USA",0,"285.00"
10646,"Beverages","Chai","1997-08-27","UK",1,"270.00"
10646,"Seafood","Ikura","1997-08-27","UK",0,"558.00"
10646,"Dairy Products","Flotemysost","1997-08-27","UK",0,"645.00"
10646,"Condiments","Original Frankfurter grüne Soße","1997-08-27","UK",0,"455.00"
10647,"Confections","Teatime Chocolate Biscuits","1997-08-27","USA",0,"276.00"
10647,"Beverages","Chartreuse verte","1997-08-27","USA",0,"360.00"
10648,"Grains/Cereals","Gustaf's Knäckebröd","1997-08-28","UK",0,"315.00"
10648,"Beverages","Guaraná Fantástica","1997-08-28","UK",1,"67.50"
10649,"Produce","Rössle Sauerkraut","1997-08-28","UK",1,"912.00"
10649,"Dairy Products","Mozzarella di Giovanni","1997-08-28","UK",0,"522.00"
10650,"Seafood","Nord-Ost Matjeshering","1997-08-29","UK",0,"776.70"
10650,"Meat/Poultry","Perth Pasties","1997-08-29","UK",1,"820.00"
10650,"Meat/Poultry","Tourtière","1997-08-29","UK",0,"223.50"
10651,"Confections","Teatime Chocolate Biscuits","1997-09-01","USA",0,"110.40"
10651,"Grains/Cereals","Gustaf's Knäckebröd","1997-09-01","USA",0,"420.00"
10652,"Seafood","Nord-Ost Matjeshering","1997-09-01","USA",0,"51.78"
10652,"Grains/Cereals","Singaporean Hokkien Fried Mee","1997-09-01","USA",1,"280.00"
10653,"Confections","Pavlova","1997-09-02","USA",0,"523.50"
10653,"Dairy Products","Camembert Pierrot","1997-09-02","USA",0,"680.00"
10654,"Condiments","Chef Anton's Cajun Seasoning","1997-09-02","UK",0,"264.00"
10654,"Beverages","Chartreuse verte","1997-09-02","UK",0,"360.00"
10654,"Meat/Poultry","Tourtière","1997-09-02","UK",0,"44.70"
10655,"Seafood","Jack's New England Clam Chowder","1997-09-03","USA",0,"193.00"
10656,"Produce","Tofu","1997-09-04","UK",0,"69.75"
10656,"Condiments","Gula Malacca","1997-09-04","UK",0,"544.60"
10656,"Confections","Zaanse koeken","1997-09-04","UK",0,"57.00"
10657,"Condiments","Genen Shouyu","1997-09-04","USA",0,"775.00"
10657,"Seafood","Jack's New England Clam Chowder","1997-09-04","USA",0,"231.60"
10657,"Seafood","Spegesild","1997-09-04","USA",0,"540.00"
10657,"Confections","Zaanse koeken","1997-09-04","USA",0,"95.00"
10657,"Grains/Cereals","Gnocchi di nonna Alice","1997-09-04","USA",0,"1710.00"
10657,"Dairy Products","Camembert Pierrot","1997-09-04","USA",0,"1020.00"
10658,"Confections","Sir Rodney's Scones","1997-09-05","USA",0,"600.00"
10658,"Seafood","Boston Crab Meat","1997-09-05","USA",0,"1288.00"
10658,"Dairy Products","Camembert Pierrot","1997-09-05","USA",0,"1870.00"
10658,"Condiments","Original Frankfurter grüne Soße","1997-09-05","USA",0,"910.00"
10659,"Dairy Products","Gorgonzola Telino","1997-09-05","UK",0,"250.00"
10659,"Seafood","Boston Crab Meat","1997-09-05","UK",0,"441.60"
10659,"Beverages","Outback Lager","1997-09-05","UK",0,"600.00"
10660,"Confections","Sir Rodney's Marmalade","1997-09-08","USA",0,"1701.00"
